protocol,src_port,dst_port,packet_length,ttl,timestamp,src_ip,dst_ip,tcp_flags,window_size,flow_duration,flow_bytes_per_sec,flow_packets_per_sec,hour,minute,second,day_of_week,binary_prediction,multiclass_label
6,50718,443,54,54,54,0,0,0,0,13,38,28,6,False,Benign
6,50162,443,110,110,110,0,0,0,0,13,38,28,6,False,Benign
6,50162,443,213,213,213,0,0,0,0,13,38,28,6,False,Benign
6,50162,443,110,110,110,0,0,0,0,13,38,28,6,False,Benign
6,50162,443,213,213,213,0,0,0,0,13,38,28,6,False,Benign
6,443,50162,60,60,60,0,0,0,0,13,38,28,6,False,Benign
6,443,50162,60,60,60,0,0,0,0,13,38,28,6,False,Benign
6,443,50162,134,134,134,0,0,0,0,13,38,28,6,False,Benign
6,443,50162,553,553,553,0,0,0,0,13,38,28,6,False,Benign
6,50162,443,54,54,54,0,0,0,0,13,38,28,6,False,Benign
6,443,50162,110,110,110,0,0,0,0,13,38,28,6,False,Benign
6,443,50162,553,553,553,0,0,0,0,13,38,28,6,False,Benign
6,50162,443,54,54,54,0,0,0,0,13,38,28,6,False,Benign
6,50719,443,66,66,66,0,0,0,0,13,38,28,6,False,Benign
6,443,50719,66,66,66,0,0,0,0,13,38,28,6,False,Benign
6,50719,443,54,54,54,0,0,0,0,13,38,28,6,False,Benign
6,50719,443,2526,2526,2526,0,0,0,0,13,38,28,6,False,Benign
6,443,50719,60,60,60,0,0,0,0,13,38,28,6,False,Benign
17,443,57570,123,123,123,0,0,0,0,1,0,41,0,False,Benign
17,57570,443,75,75,75,0,0,0,0,1,0,41,0,False,Benign
6,51768,443,66,66,66,0,0,0,0,1,0,42,0,False,Benign
6,443,51768,66,66,66,0,0,0,0,1,0,42,0,False,Benign
6,51768,443,54,54,54,0,0,0,0,1,0,42,0,False,Benign
6,51768,443,494,494,494,0,0,0,0,1,0,42,0,False,Benign
6,443,51768,60,60,60,0,0,0,0,1,0,42,0,False,Benign
6,443,51768,1514,1514,1514,0,0,0,0,1,0,42,0,False,Benign
6,51768,443,54,54,54,0,0,0,0,1,0,42,0,False,Benign
6,443,51768,1514,1514,1514,0,0,0,0,1,0,42,0,False,Benign
6,51768,443,54,54,54,0,0,0,0,1,0,42,0,False,Benign
6,443,51768,1514,1514,1514,0,0,0,0,1,0,42,0,False,Benign
6,51768,443,54,54,54,0,0,0,0,1,0,42,0,False,Benign
6,443,51768,1514,1514,1514,0,0,0,0,1,0,42,0,False,Benign
6,51768,443,54,54,54,0,0,0,0,1,0,42,0,False,Benign
6,443,51768,269,269,269,0,0,0,0,1,0,42,0,False,Benign
6,51768,443,54,54,54,0,0,0,0,1,0,42,0,False,Benign
6,51768,443,134,134,134,0,0,0,0,1,0,42,0,False,Benign
6,51768,443,668,668,668,0,0,0,0,1,0,42,0,False,Benign
6,443,51768,60,60,60,0,0,0,0,1,0,42,0,False,Benign
6,443,51768,513,513,513,0,0,0,0,1,0,42,0,False,Benign
6,51768,443,54,54,54,0,0,0,0,1,0,42,0,False,Benign
6,443,51768,909,909,909,0,0,0,0,1,0,42,0,False,Benign
6,51768,443,54,54,54,0,0,0,0,1,0,42,0,False,Benign
6,51690,443,55,55,55,0,0,0,0,1,0,45,0,False,Benign
6,51690,443,55,55,55,0,0,0,0,1,0,46,0,False,Benign
6,51690,443,55,55,55,0,0,0,0,1,0,47,0,False,Benign
6,51690,443,55,55,55,0,0,0,0,1,0,48,0,False,Benign
6,51690,443,55,55,55,0,0,0,0,1,0,50,0,False,Benign
6,51091,443,105,105,105,0,0,0,0,1,0,50,0,False,Benign
6,443,51091,94,94,94,0,0,0,0,1,0,50,0,False,Benign
6,51091,443,54,54,54,0,0,0,0,1,0,50,0,False,Benign
6,51690,443,55,55,55,0,0,0,0,1,0,51,0,False,Benign
17,443,57570,123,123,123,0,0,0,0,1,0,51,0,False,Benign
17,443,57570,68,68,68,0,0,0,0,1,0,51,0,False,Benign
17,57570,443,75,75,75,0,0,0,0,1,0,51,0,False,Benign
17,57570,443,445,445,445,0,0,0,0,1,0,51,0,False,Benign
17,443,57570,75,75,75,0,0,0,0,1,0,51,0,False,Benign
17,57570,443,75,75,75,0,0,0,0,1,0,51,0,False,Benign
17,443,57570,119,119,119,0,0,0,0,1,0,51,0,False,Benign
17,443,57570,67,67,67,0,0,0,0,1,0,51,0,False,Benign
17,57570,443,81,81,81,0,0,0,0,1,0,51,0,False,Benign
17,57570,443,1294,1294,1294,0,0,0,0,1,0,51,0,False,Benign
17,57570,443,843,843,843,0,0,0,0,1,0,51,0,False,Benign
17,443,57570,75,75,75,0,0,0,0,1,0,51,0,False,Benign
17,57570,443,75,75,75,0,0,0,0,1,0,51,0,False,Benign
17,443,57570,109,109,109,0,0,0,0,1,0,51,0,False,Benign
17,57570,443,81,81,81,0,0,0,0,1,0,51,0,False,Benign
17,443,57570,70,70,70,0,0,0,0,1,0,52,0,False,Benign
6,51690,443,55,55,55,0,0,0,0,1,0,52,0,False,Benign
6,51690,443,55,55,55,0,0,0,0,1,0,53,0,False,Benign
6,51690,443,55,55,55,0,0,0,0,1,0,54,0,False,Benign
6,51751,443,55,55,55,0,0,0,0,1,0,54,0,False,Benign
6,443,51751,66,66,66,0,0,0,0,1,0,54,0,False,Benign
6,51690,443,55,55,55,0,0,0,0,1,0,55,0,False,Benign
6,443,51074,95,95,95,0,0,0,0,1,0,55,0,False,Benign
6,51074,443,54,54,54,0,0,0,0,1,0,55,0,False,Benign
6,51074,443,2614,2614,2614,0,0,0,0,1,0,55,0,False,Benign
6,51074,443,85,85,85,0,0,0,0,1,0,55,0,False,Benign
6,51068,443,110,110,110,0,0,0,0,1,0,55,0,False,Benign
6,51068,443,213,213,213,0,0,0,0,1,0,55,0,False,Benign
6,443,51068,60,60,60,0,0,0,0,1,0,55,0,False,Benign
6,443,51068,133,133,133,0,0,0,0,1,0,55,0,False,Benign
6,443,51068,553,553,553,0,0,0,0,1,0,55,0,False,Benign
6,51068,443,54,54,54,0,0,0,0,1,0,55,0,False,Benign
6,443,51074,60,60,60,0,0,0,0,1,0,55,0,False,Benign
6,443,51074,223,223,223,0,0,0,0,1,0,55,0,False,Benign
6,443,51074,1159,1159,1159,0,0,0,0,1,0,55,0,False,Benign
6,51074,443,54,54,54,0,0,0,0,1,0,55,0,False,Benign
6,443,51074,85,85,85,0,0,0,0,1,0,55,0,False,Benign
6,51074,443,54,54,54,0,0,0,0,1,0,56,0,False,Benign
6,51690,443,54,54,54,0,0,0,0,1,0,56,0,False,Benign
6,51068,443,110,110,110,0,0,0,0,1,1,1,0,False,Benign
6,51068,443,213,213,213,0,0,0,0,1,1,1,0,False,Benign
6,51068,443,110,110,110,0,0,0,0,1,1,1,0,False,Benign
6,51068,443,213,213,213,0,0,0,0,1,1,1,0,False,Benign
6,443,51068,60,60,60,0,0,0,0,1,1,1,0,False,Benign
6,443,51068,133,133,133,0,0,0,0,1,1,1,0,False,Benign
6,443,51068,553,553,553,0,0,0,0,1,1,1,0,False,Benign
6,51068,443,54,54,54,0,0,0,0,1,1,1,0,False,Benign
6,443,51068,111,111,111,0,0,0,0,1,1,1,0,False,Benign
6,443,51068,553,553,553,0,0,0,0,1,1,1,0,False,Benign
6,51068,443,54,54,54,0,0,0,0,1,1,1,0,False,Benign
6,51769,443,66,66,66,0,0,0,0,1,1,1,0,False,Benign
6,443,51769,66,66,66,0,0,0,0,1,1,1,0,False,Benign
6,51769,443,54,54,54,0,0,0,0,1,1,1,0,False,Benign
6,51769,443,1960,1960,1960,0,0,0,0,1,1,1,0,False,Benign
6,443,51769,66,66,66,0,0,0,0,1,1,1,0,False,Benign
6,443,51769,60,60,60,0,0,0,0,1,1,1,0,False,Benign
6,443,51769,1466,1466,1466,0,0,0,0,1,1,1,0,False,Benign
6,443,51769,1466,1466,1466,0,0,0,0,1,1,1,0,False,Benign
6,51769,443,54,54,54,0,0,0,0,1,1,1,0,False,Benign
6,443,51769,291,291,291,0,0,0,0,1,1,1,0,False,Benign
6,51769,443,118,118,118,0,0,0,0,1,1,1,0,False,Benign
6,51769,443,152,152,152,0,0,0,0,1,1,1,0,False,Benign
6,51877,443,54,54,54,0,0,0,0,1,37,1,0,False,Benign
6,51068,443,93,93,93,0,0,0,0,1,37,3,0,False,Benign
6,443,51068,93,93,93,0,0,0,0,1,37,3,0,False,Benign
6,51068,443,54,54,54,0,0,0,0,1,37,3,0,False,Benign
6,51777,443,93,93,93,0,0,0,0,1,37,4,0,False,Benign
6,443,51777,60,60,60,0,0,0,0,1,37,4,0,False,Benign
6,443,51777,93,93,93,0,0,0,0,1,37,4,0,False,Benign
6,51777,443,54,54,54,0,0,0,0,1,37,4,0,False,Benign
6,51892,443,54,54,54,0,0,0,0,1,42,9,0,False,Benign
6,51091,443,105,105,105,0,0,0,0,1,42,10,0,False,Benign
6,443,51091,94,94,94,0,0,0,0,1,42,10,0,False,Benign
6,51091,443,54,54,54,0,0,0,0,1,42,10,0,False,Benign
17,443,57570,124,124,124,0,0,0,0,1,42,11,0,False,Benign
17,57570,443,75,75,75,0,0,0,0,1,42,11,0,False,Benign
6,51896,443,54,54,54,0,0,0,0,1,42,51,0,False,Benign
17,443,57570,125,125,125,0,0,0,0,1,42,53,0,False,Benign
17,57570,443,75,75,75,0,0,0,0,1,42,53,0,False,Benign
17,443,57570,69,69,69,0,0,0,0,1,42,53,0,False,Benign
17,57570,443,447,447,447,0,0,0,0,1,42,53,0,False,Benign
17,57570,443,76,76,76,0,0,0,0,1,42,53,0,False,Benign
17,443,57570,78,78,78,0,0,0,0,1,42,53,0,False,Benign
17,443,57570,122,122,122,0,0,0,0,1,42,53,0,False,Benign
17,57570,443,91,91,91,0,0,0,0,1,42,53,0,False,Benign
17,443,57570,68,68,68,0,0,0,0,1,42,53,0,False,Benign
17,57570,443,1294,1294,1294,0,0,0,0,1,42,53,0,False,Benign
17,57570,443,844,844,844,0,0,0,0,1,42,53,0,False,Benign
17,57570,443,76,76,76,0,0,0,0,1,42,53,0,False,Benign
17,443,57570,76,76,76,0,0,0,0,1,42,53,0,False,Benign
17,443,57570,78,78,78,0,0,0,0,1,42,53,0,False,Benign
17,57570,443,75,75,75,0,0,0,0,1,42,53,0,False,Benign
17,443,57570,109,109,109,0,0,0,0,1,42,53,0,False,Benign
17,57570,443,83,83,83,0,0,0,0,1,42,53,0,False,Benign
17,443,57570,71,71,71,0,0,0,0,1,42,53,0,False,Benign
6,51898,443,66,66,66,0,0,0,0,1,42,54,0,False,Benign
6,443,51898,66,66,66,0,0,0,0,1,42,54,0,False,Benign
6,51898,443,54,54,54,0,0,0,0,1,42,54,0,False,Benign
6,51898,443,571,571,571,0,0,0,0,1,42,54,0,False,Benign
6,443,51898,60,60,60,0,0,0,0,1,42,54,0,False,Benign
6,443,51898,1494,1494,1494,0,0,0,0,1,42,54,0,False,Benign
6,443,51898,1494,1494,1494,0,0,0,0,1,42,54,0,False,Benign
6,51898,443,54,54,54,0,0,0,0,1,42,54,0,False,Benign
6,443,51898,1494,1494,1494,0,0,0,0,1,42,54,0,False,Benign
6,443,51898,1250,1250,1250,0,0,0,0,1,42,54,0,False,Benign
6,51898,443,54,54,54,0,0,0,0,1,42,54,0,False,Benign
6,51898,443,118,118,118,0,0,0,0,1,42,54,0,False,Benign
6,51898,443,447,447,447,0,0,0,0,1,42,54,0,False,Benign
6,443,51898,60,60,60,0,0,0,0,1,42,54,0,False,Benign
6,443,51898,200,200,200,0,0,0,0,1,42,54,0,False,Benign
6,443,51898,1126,1126,1126,0,0,0,0,1,42,54,0,False,Benign
6,51898,443,54,54,54,0,0,0,0,1,42,54,0,False,Benign
6,51898,443,458,458,458,0,0,0,0,1,42,54,0,False,Benign
6,443,51898,1048,1048,1048,0,0,0,0,1,42,54,0,False,Benign
6,51898,443,400,400,400,0,0,0,0,1,42,54,0,False,Benign
6,443,51898,1105,1105,1105,0,0,0,0,1,42,54,0,False,Benign
6,51898,443,54,54,54,0,0,0,0,1,42,54,0,False,Benign
6,51898,443,452,452,452,0,0,0,0,1,42,54,0,False,Benign
6,443,51898,60,60,60,0,0,0,0,1,42,54,0,False,Benign
6,443,51898,1127,1127,1127,0,0,0,0,1,42,54,0,False,Benign
6,51898,443,54,54,54,0,0,0,0,1,42,54,0,False,Benign
6,51898,443,54,54,54,0,0,0,0,1,42,56,0,False,Benign
6,443,51898,60,60,60,0,0,0,0,1,42,56,0,False,Benign
6,51898,443,54,54,54,0,0,0,0,1,42,56,0,False,Benign
2,0,0,60,60,60,0,0,0,0,1,43,6,0,False,Benign
2,0,0,70,70,70,0,0,0,0,1,43,6,0,False,Benign
17,443,57570,124,124,124,0,0,0,0,1,43,7,0,False,Benign
17,57570,443,75,75,75,0,0,0,0,1,43,7,0,False,Benign
6,443,51074,95,95,95,0,0,0,0,1,43,8,0,False,Benign
6,51074,443,54,54,54,0,0,0,0,1,43,8,0,False,Benign
6,51068,443,110,110,110,0,0,0,0,1,43,11,0,False,Benign
6,51068,443,213,213,213,0,0,0,0,1,43,11,0,False,Benign
6,51068,443,110,110,110,0,0,0,0,1,43,11,0,False,Benign
6,51068,443,213,213,213,0,0,0,0,1,43,11,0,False,Benign
6,443,51068,60,60,60,0,0,0,0,1,43,11,0,False,Benign
6,443,51068,60,60,60,0,0,0,0,1,43,11,0,False,Benign
6,443,51068,133,133,133,0,0,0,0,1,43,11,0,False,Benign
6,443,51068,553,553,553,0,0,0,0,1,43,11,0,False,Benign
6,51068,443,54,54,54,0,0,0,0,1,43,11,0,False,Benign
6,443,51068,110,110,110,0,0,0,0,1,43,11,0,False,Benign
6,443,51068,553,553,553,0,0,0,0,1,43,11,0,False,Benign
6,51068,443,54,54,54,0,0,0,0,1,43,11,0,False,Benign
6,51720,443,149,149,149,0,0,0,0,1,43,11,0,False,Benign
6,443,51720,60,60,60,0,0,0,0,1,43,11,0,False,Benign
6,443,51720,163,163,163,0,0,0,0,1,43,11,0,False,Benign
6,443,51720,128,128,128,0,0,0,0,1,43,11,0,False,Benign
6,51720,443,54,54,54,0,0,0,0,1,43,11,0,False,Benign
6,443,51720,124,124,124,0,0,0,0,1,43,11,0,False,Benign
6,51720,443,93,93,93,0,0,0,0,1,43,11,0,False,Benign
6,443,51720,60,60,60,0,0,0,0,1,43,11,0,False,Benign
6,51720,443,157,157,157,0,0,0,0,1,43,11,0,False,Benign
6,443,51720,60,60,60,0,0,0,0,1,43,11,0,False,Benign
6,443,51720,141,141,141,0,0,0,0,1,43,11,0,False,Benign
6,443,51720,128,128,128,0,0,0,0,1,43,11,0,False,Benign
6,443,51720,124,124,124,0,0,0,0,1,43,11,0,False,Benign
6,51720,443,54,54,54,0,0,0,0,1,43,11,0,False,Benign
6,51720,443,93,93,93,0,0,0,0,1,43,11,0,False,Benign
6,443,51720,60,60,60,0,0,0,0,1,43,11,0,False,Benign
6,51720,443,148,148,148,0,0,0,0,1,43,12,0,False,Benign
6,443,51720,60,60,60,0,0,0,0,1,43,12,0,False,Benign
6,443,51720,163,163,163,0,0,0,0,1,43,12,0,False,Benign
6,443,51720,128,128,128,0,0,0,0,1,43,12,0,False,Benign
6,51720,443,54,54,54,0,0,0,0,1,43,12,0,False,Benign
6,443,51720,124,124,124,0,0,0,0,1,43,12,0,False,Benign
6,51720,443,93,93,93,0,0,0,0,1,43,12,0,False,Benign
6,443,51720,60,60,60,0,0,0,0,1,43,12,0,False,Benign
17,443,57570,124,124,124,0,0,0,0,1,43,14,0,False,Benign
17,57570,443,75,75,75,0,0,0,0,1,43,14,0,False,Benign
6,51903,443,54,54,54,0,0,0,0,1,44,33,0,False,Benign
6,51720,443,93,93,93,0,0,0,0,1,44,33,0,False,Benign
6,443,51720,60,60,60,0,0,0,0,1,44,33,0,False,Benign
6,443,51720,93,93,93,0,0,0,0,1,44,33,0,False,Benign
6,51720,443,54,54,54,0,0,0,0,1,44,33,0,False,Benign
6,51074,443,2616,2616,2616,0,0,0,0,1,44,34,0,False,Benign
6,51074,443,85,85,85,0,0,0,0,1,44,34,0,False,Benign
6,443,51074,60,60,60,0,0,0,0,1,44,34,0,False,Benign
6,443,51074,220,220,220,0,0,0,0,1,44,34,0,False,Benign
6,443,51074,1393,1393,1393,0,0,0,0,1,44,34,0,False,Benign
6,51074,443,54,54,54,0,0,0,0,1,44,34,0,False,Benign
6,443,51074,85,85,85,0,0,0,0,1,44,34,0,False,Benign
6,51074,443,54,54,54,0,0,0,0,1,44,34,0,False,Benign
6,51720,443,148,148,148,0,0,0,0,1,44,34,0,False,Benign
6,443,51720,165,165,165,0,0,0,0,1,44,34,0,False,Benign
6,443,51720,128,128,128,0,0,0,0,1,44,34,0,False,Benign
6,443,51720,85,85,85,0,0,0,0,1,44,34,0,False,Benign
6,443,51720,93,93,93,0,0,0,0,1,44,34,0,False,Benign
6,51720,443,54,54,54,0,0,0,0,1,44,34,0,False,Benign
6,51720,443,93,93,93,0,0,0,0,1,44,34,0,False,Benign
6,443,51720,60,60,60,0,0,0,0,1,44,34,0,False,Benign
17,443,57570,125,125,125,0,0,0,0,1,44,35,0,False,Benign
17,57570,443,75,75,75,0,0,0,0,1,44,35,0,False,Benign
6,51068,443,110,110,110,0,0,0,0,1,44,36,0,False,Benign
6,51068,443,213,213,213,0,0,0,0,1,44,36,0,False,Benign
6,51068,443,110,110,110,0,0,0,0,1,44,36,0,False,Benign
6,51068,443,213,213,213,0,0,0,0,1,44,36,0,False,Benign
6,443,51068,60,60,60,0,0,0,0,1,44,36,0,False,Benign
6,443,51068,134,134,134,0,0,0,0,1,44,36,0,False,Benign
6,443,51068,553,553,553,0,0,0,0,1,44,36,0,False,Benign
6,51068,443,54,54,54,0,0,0,0,1,44,36,0,False,Benign
6,443,51068,110,110,110,0,0,0,0,1,44,36,0,False,Benign
6,443,51068,553,553,553,0,0,0,0,1,44,36,0,False,Benign
6,51068,443,54,54,54,0,0,0,0,1,44,36,0,False,Benign
6,51777,443,153,153,153,0,0,0,0,1,44,36,0,False,Benign
6,443,51777,986,986,986,0,0,0,0,1,44,36,0,False,Benign
6,443,51777,85,85,85,0,0,0,0,1,44,36,0,False,Benign
6,51777,443,54,54,54,0,0,0,0,1,44,36,0,False,Benign
6,51074,443,2655,2655,2655,0,0,0,0,1,44,37,0,False,Benign
6,51074,443,85,85,85,0,0,0,0,1,44,37,0,False,Benign
6,443,51074,60,60,60,0,0,0,0,1,44,37,0,False,Benign
6,51777,443,144,144,144,0,0,0,0,1,44,37,0,False,Benign
6,51777,443,1604,1604,1604,0,0,0,0,1,44,37,0,False,Benign
6,51777,443,7312,7312,7312,0,0,0,0,1,44,37,0,False,Benign
6,443,51777,60,60,60,0,0,0,0,1,44,37,0,False,Benign
6,443,51777,60,60,60,0,0,0,0,1,44,37,0,False,Benign
6,443,51777,60,60,60,0,0,0,0,1,44,37,0,False,Benign
6,443,51074,1514,1514,1514,0,0,0,0,1,44,37,0,False,Benign
6,443,51074,565,565,565,0,0,0,0,1,44,37,0,False,Benign
6,51074,443,54,54,54,0,0,0,0,1,44,37,0,False,Benign
6,443,51074,85,85,85,0,0,0,0,1,44,37,0,False,Benign
6,443,51777,851,851,851,0,0,0,0,1,44,37,0,False,Benign
6,443,51777,85,85,85,0,0,0,0,1,44,37,0,False,Benign
6,51777,443,54,54,54,0,0,0,0,1,44,37,0,False,Benign
6,51074,443,54,54,54,0,0,0,0,1,44,37,0,False,Benign
6,51074,443,2940,2940,2940,0,0,0,0,1,44,38,0,False,Benign
6,51074,443,85,85,85,0,0,0,0,1,44,38,0,False,Benign
6,443,51074,60,60,60,0,0,0,0,1,44,38,0,False,Benign
6,443,51074,1514,1514,1514,0,0,0,0,1,44,38,0,False,Benign
6,443,51074,692,692,692,0,0,0,0,1,44,38,0,False,Benign
6,51074,443,54,54,54,0,0,0,0,1,44,38,0,False,Benign
6,443,51074,85,85,85,0,0,0,0,1,44,38,0,False,Benign
6,51074,443,54,54,54,0,0,0,0,1,44,38,0,False,Benign
17,443,57570,124,124,124,0,0,0,0,1,44,46,0,False,Benign
17,57570,443,75,75,75,0,0,0,0,1,44,46,0,False,Benign
6,443,51074,95,95,95,0,0,0,0,1,44,48,0,False,Benign
6,51074,443,54,54,54,0,0,0,0,1,44,48,0,False,Benign
6,51091,443,105,105,105,0,0,0,0,1,44,50,0,False,Benign
6,443,51091,94,94,94,0,0,0,0,1,44,50,0,False,Benign
6,51091,443,54,54,54,0,0,0,0,1,44,50,0,False,Benign
17,57570,443,1294,1294,1294,0,0,0,0,1,44,51,0,False,Benign
17,57570,443,807,807,807,0,0,0,0,1,44,51,0,False,Benign
17,443,57570,78,78,78,0,0,0,0,1,44,51,0,False,Benign
17,57570,443,75,75,75,0,0,0,0,1,44,51,0,False,Benign
17,443,57570,1062,1062,1062,0,0,0,0,1,44,51,0,False,Benign
17,443,57570,68,68,68,0,0,0,0,1,44,51,0,False,Benign
17,57570,443,83,83,83,0,0,0,0,1,44,51,0,False,Benign
17,443,57570,71,71,71,0,0,0,0,1,44,51,0,False,Benign
17,443,57570,125,125,125,0,0,0,0,1,44,55,0,False,Benign
17,443,57570,69,69,69,0,0,0,0,1,44,55,0,False,Benign
17,57570,443,75,75,75,0,0,0,0,1,44,55,0,False,Benign
17,57570,443,447,447,447,0,0,0,0,1,44,55,0,False,Benign
17,443,57570,78,78,78,0,0,0,0,1,44,55,0,False,Benign
17,57570,443,75,75,75,0,0,0,0,1,44,55,0,False,Benign
17,443,57570,128,128,128,0,0,0,0,1,44,56,0,False,Benign
17,443,57570,68,68,68,0,0,0,0,1,44,56,0,False,Benign
17,57570,443,83,83,83,0,0,0,0,1,44,56,0,False,Benign
17,57570,443,1294,1294,1294,0,0,0,0,1,44,56,0,False,Benign
17,57570,443,845,845,845,0,0,0,0,1,44,56,0,False,Benign
17,443,57570,78,78,78,0,0,0,0,1,44,56,0,False,Benign
17,57570,443,75,75,75,0,0,0,0,1,44,56,0,False,Benign
17,443,57570,113,113,113,0,0,0,0,1,44,56,0,False,Benign
17,57570,443,83,83,83,0,0,0,0,1,44,56,0,False,Benign
17,443,57570,71,71,71,0,0,0,0,1,44,56,0,False,Benign
6,51900,443,93,93,93,0,0,0,0,1,45,1,0,False,Benign
6,443,51900,60,60,60,0,0,0,0,1,45,1,0,False,Benign
6,443,51900,93,93,93,0,0,0,0,1,45,1,0,False,Benign
6,51900,443,54,54,54,0,0,0,0,1,45,1,0,False,Benign
17,443,57570,124,124,124,0,0,0,0,1,45,6,0,False,Benign
17,57570,443,75,75,75,0,0,0,0,1,45,6,0,False,Benign
17,443,57570,69,69,69,0,0,0,0,1,45,6,0,False,Benign
17,57570,443,447,447,447,0,0,0,0,1,45,6,0,False,Benign
17,57570,443,76,76,76,0,0,0,0,1,45,6,0,False,Benign
17,443,57570,78,78,78,0,0,0,0,1,45,6,0,False,Benign
17,443,57570,127,127,127,0,0,0,0,1,45,6,0,False,Benign
17,443,57570,68,68,68,0,0,0,0,1,45,6,0,False,Benign
17,57570,443,83,83,83,0,0,0,0,1,45,6,0,False,Benign
17,57570,443,1294,1294,1294,0,0,0,0,1,45,6,0,False,Benign
17,57570,443,846,846,846,0,0,0,0,1,45,6,0,False,Benign
17,443,57570,78,78,78,0,0,0,0,1,45,6,0,False,Benign
17,57570,443,75,75,75,0,0,0,0,1,45,6,0,False,Benign
17,443,57570,112,112,112,0,0,0,0,1,45,7,0,False,Benign
17,57570,443,83,83,83,0,0,0,0,1,45,7,0,False,Benign
17,443,57570,71,71,71,0,0,0,0,1,45,7,0,False,Benign
6,443,51074,95,95,95,0,0,0,0,1,45,8,0,False,Benign
6,51074,443,54,54,54,0,0,0,0,1,45,8,0,False,Benign
